CODE,MFR,MODEL,TYPE,HORSEPOWER,THRUST,
21980,EMRAX,268,10,00134,000000,
22000,E.N.M.A.,GIV SERIES,1,00150,000000,
24516,WARNER,28,1,00125,000000,
24517,WARNER,29,1,00125,000000,
24518,WARNER,30,1,00125,000000,
24519,WARNER,40,1,00125,000000,
24520,WARNER,50,1,00125,000000,
24600,EAGLE IVEX,IO-360,8,00180,000000,
24700,ECI,IOX-360,1,00188,000000,
24701,ECI,XO-340,1,00185,000000,
24702,ECI,IOX-340S,1,00185,000000,
24703,ECI,O-340,1,00180,000000,
24704,ECI,IOX320B1L1N4,1,00185,000000,
24705,ECI,OX-340CC,1,00080,000000,
24706,ECI,CC340,1,00180,000000,
24707,ECI,EXPIO360A4B9N,1,00180,000000,
24708,ECI,IO-360,1,00210,000000,
24709,ECI,O360A1A,1,00180,000000,
24711,ENSTROJ,EMRAX 228,10,00074,000000,
24720,JB ENGINES,IOX-360-A1A9N,1,00180,000000,
25101,EGGENFELLN,E6T,1,00220,000000,
25102,EDGE,EP912STI,8,00177,000000,
25902,ENGINE ALL,GP7277,5,00000,080290,
25903,ENGINE ALL,GP7270,5,00000,074735,
25904,EVINRUDE,STARFLITE,1,00085,000000,
26001,FAIRCHILD,6-390 SERIES,1,00150,000000,
26002,FAIRCHILD,6-410 SERIES,1,00175,000000,
26003,FAIRCHILD,6-440 SERIES,1,00200,000000,
26004,FAIRCHILD,V-770B SERIES,1,00315,000000,
26005,FAIRCHILD,6-440-C2,1,00175,000000,
26006,FAIRCHILD,6-440-C3,1,00180,000000,
26007,FAIRCHILD,6-440-C4,1,00190,000000,
26008,FAIRCHILD,6-440-C5,1,00200,000000,
26009,FAIRCHILD,SGV-770C SER,1,00550,000000,
26010,FAIRCHILD,FT-101E,4,01000,000000,
26011,FAIRCHILD,SGV-770-B3,1,00420,000000,
26012,FAIRCHILD,SGV-770-B4,1,00450,000000,
26013,FAIRCHILD,SGV-770-G6,1,00500,000000,
26014,FAIRCHILD,SGV-770-B7,1,00520,000000,
26015,FAIRCHILD,SGV-770C-1,1,00520,000000,
26016,FAIRCHILD,SGV-770C-1B,1,00520,000000,
26017,FAIRCHILD,SGV-770C-1C,1,00500,000000,
26018,FAIRCHILD,SGV-770C-2A,1,00550,000000,
26019,FAIRCHILD,SGV-770C-2C,1,00550,000000,
26020,FAIRCHILD,V-770-6,1,00520,000000,
26021,FAIRCHILD,V-770-11,1,00500,000000,
26022,FAIRCHILD,V-770-15,1,00500,000000,
26023,FAIRCHILD,V-77 0-8,1,00550,000000,
26024,FAIRCHILD,6-390,1,00120,000000,
26025,FAIRCHILD,V-770-SG,1,00420,000000,
26026,FAIRCHILD,6-390-B,1,00145,000000,
26027,FAIRCHILD,6-390-D,1,00145,000000,
26028,FAIRCHILD,6-390-D3,1,00150,000000,
26029,FAIRCHILD,V-770-B4,1,00315,000000,
26030,FAIRCHILD,SGV-770-B5,1,00450,000000,
26031,FAIRCHILD,6-410-B1,1,00165,000000,
26032,FAIRCHILD,6-41-B1A,1,00165,000000,
26033,FAIRCHILD,6-410-B2,1,00165,000000,
26034,FAIRCHILD,6-410-B2A,1,00165,000000,
26035,FAIRCHILD,6-410-B2B,1,00165,000000,
26036,FAIRCHILD,6-410-B3,1,00175,000000,
26136,RANGER,L440-3,8,00180,000000,
26601,FIREWALL F,CAM 100,1,00100,000000,
26701,FORD,CONVERSION,1,00060,000000,
27001,FRANKLIN,2A4 SERIES,1,00049,000000,
27002,FRANKLIN,4AC150-40,1,00040,000000,
27003,FRANKLIN,4AC150-50,1,00050,000000,
27004,FRANKLIN,4AC150-A,1,00060,000000,
27005,FRANKLIN,4AC171,1,00060,000000,
27006,FRANKLIN,4AC176B SER,1,00065,000000,
27007,FRANKLIN,4AC176C-D-F,1,00080,000000,
27008,FRANKLIN,4AC199B SER,1,00065,000000,
27009,FRANKLIN,4AC199D&E SER,1,00090,000000,
27010,FRANKLIN,4ACG199H3,1,00113,000000,
27011,FRANKLIN,4A235 SERIES,1,00135,000000,
27012,FRANKLIN,0-425-9,1,00245,000000,
27013,FRANKLIN,SPORT 4B1SER,1,00085,000000,
27014,FRANKLIN,4A4100 SERIES,1,00100,000000,
27015,FRANKLIN,6AC264 SERIES,1,00120,000000,
27016,FRANKLIN,6AC298 SERIES,1,00130,000000,
27017,FRANKLIN,6ACT298 SER,1,00130,000000,
27018,FRANKLIN,4AC-A199B2,1,00065,000000,
27019,FRANKLIN,4AC-199D2,1,00085,000000,
27020,FRANKLIN,6A&6V335 SER,1,00210,000000,
27021,FRANKLIN,4A225 SERIES,1,00225,000000,
27022,FRANKLIN,4AC-199B3,1,00065,000000,
27023,FRANKLIN,6A-350SER,1,00235,000000,
27024,FRANKLIN,6A4150 SERIES,1,00150,000000,
27025,FRANKLIN,6A4165 SERIES,1,00165,000000,
27026,FRANKLIN,6AG4185 SER,1,00185,000000,
27027,FRANKLIN,6A4200 SERIES,1,00200,000000,
27028,FRANKLIN,4AC-199D3,1,00085,000000,
27029,FRANKLIN,4AC-199E2,1,00090,000000,
27030,FRANKLIN,6A8 SERIES,1,00215,000000,
27031,FRANKLIN,4AC-199D3,1,00090,000000,
27032,FRANKLIN,4AC3-199HE,1,00113,000000,
27033,FRANKLIN,6V4 SERIES,1,00210,000000,
27034,FRANKLIN,2A4-49-B2,1,00049,000000,
27035,FRANKLIN,2AL-112-A2,1,00049,000000,
27036,FRANKLIN,6V6 SERIES,1,00245,000000,
27037,FRANKLIN,2A4-65-B2,1,00045,000000,
27038,FRANKLIN,6V6-245-B16F,1,00245,000000,
27039,FRANKLIN,6V-335 SERIES,1,00200,000000,
27040,FRANKLIN,6VS-335 SER,1,00240,000000,
27041,FRANKLIN,220,1,00220,000000,
27042,FRANKLIN,6A-350-C1,1,00220,000000,
27043,FRANKLIN,6V 350 SERIES,1,00235,000000,
27044,FRANKLIN,0-425-1,1,00285,000000,
27045,FRANKLIN,4AC-176-B2,1,00065,000000,
27046,FRANKLIN,4AC-176-B3,1,00065,000000,
27047,FRANKLIN,4AC-176-BA2,1,00065,000000,
27048,FRANKLIN,4AC-176-BA3,1,00065,000000,
27049,FRANKLIN,4AC-176-C2,1,00075,000000,
27050,FRANKLIN,4AC-176-C3,1,00075,000000,
27051,FRANKLIN,4AC-176-D2,1,00080,000000,
27052,FRANKLIN,4AC-176-D3,1,00080,000000,
27053,FRANKLIN,4AC-176-F2,1,00080,000000,
27054,FRANKLIN,4AC-176-F3,1,00080,000000,
27055,FRANKLIN,6AC-298-D2,1,00130,000000,
27056,FRANKLIN,6AC-298-D3,1,00130,000000,
27057,FRANKLIN,6AC-298-E2,1,00130,000000,
27058,FRANKLIN,6AC-298-E3,1,00130,000000,
27059,FRANKLIN,6AC-298-F2,1,00130,000000,
27060,FRANKLIN,6AC-298-F3,1,00130,000000,
27061,FRANKLIN,6V-335-A,1,00210,000000,
27062,FRANKLIN,6ACT-298-J4,1,00130,000000,
27063,FRANKLIN,6ACT-298-J5,1,00130,000000,
27064,FRANKLIN,6ACT-298-M4,1,00130,000000,
27066,FRANKLIN,6AC-264-F3,1,00120,000000,
27067,FRANKLIN,6AC-264-D2,1,00110,000000,
27068,FRANKLIN,6AC-264-D3,1,00110,000000,
27069,FRANKLIN,6A-335-B1,1,00180,000000,
27070,FRANKLIN,O-335,1,00150,000000,
27071,FRANKLIN,6A-350-C2,1,00215,000000,
28001,FUNK,FUNK E,1,00063,000000,
29001,GARRETT,TFE731 SERIES,5,00000,003500,
29002,GARRETT,ATF 3 SERIES,4,02020,000000,
29003,GARRETT,TPE331-25A,2,00575,000000,
29004,GARRETT,TPE331-25AA,2,00575,000000,
29005,GARRETT,TPE331-25AB,2,00575,000000,
29006,GARRETT,TPE331-25B,2,00575,000000,
29007,GARRETT,TPE331-25C,2,00575,000000,
29008,GARRETT,TPE331-25D,2,00575,000000,
29009,GARRETT,TPE331-25DA,2,00575,000000,
29010,GARRETT,TPE331-25DB,2,00575,000000,
29011,GARRETT,TPE331-25E,2,00575,000000,
29012,GARRETT,TPE331-25F,2,00575,000000,
29013,GARRETT,TPE331-25FA,2,00575,000000,
29014,GARRETT,TPE331-29A,2,00575,000000,
29015,GARRETT,TPE331-43,2,00575,000000,
29016,GARRETT,TPE331-43-A,2,00575,000000,
29017,GARRETT,TPE331-43-B,2,00575,000000,
29018,GARRETT,TPE331-45,2,00575,000000,
29019,GARRETT,TPE331-47,2,00575,000000,
29020,GARRETT,TPE331-47-A,2,00575,000000,
29021,GARRETT,TPE331-47-B,2,00575,000000,
29022,GARRETT,TPE331-51,2,00575,000000,
29023,GARRETT,TPE331-55,2,00575,000000,
29024,GARRETT,TPE331-55-A,2,00575,000000,
29025,GARRETT,TPE331-55-B,2,00575,000000,
29026,GARRETT,TPE331-57,2,00575,000000,
29027,GARRETT,TPE331-57-B,2,00575,000000,
29028,GARRETT,TPE331-61,2,00575,000000,
29029,GARRETT,TPE331-61-A,2,00575,000000,
29030,GARRETT,TPE331-1,1,00665,000000,
29031,GARRETT,TPE331-1U,2,00665,000000,
29032,GARRETT,TPE331-1UA,2,00665,000000,
29033,GARRETT,TPE331-2,2,00715,000000,
29034,GARRETT,TPE331-2U,2,00715,000000,
29035,GARRETT,TPE331-2UA,2,00715,000000,
29036,GARRETT,TPE331-3,2,00840,000000,
29037,GARRETT,TPE331-3U,2,00840,000000,
29038,GARRETT,TPE331-3UW,2,00840,000000,
29039,GARRETT,TPE331-3W,2,00840,000000,
29040,GARRETT,TPE331-10UA,2,00840,000000,
29041,GARRETT,TPE331-5,2,00776,000000,
29042,GARRETT,TPE331-5A,2,00840,000000,
29043,GARRETT,TPE331-5AB,2,00840,000000,
29044,GARRETT,TPE331-5B,2,00776,000000,
29045,GARRETT,TPE331-5U,2,00776,000000,
29046,GARRETT,TPE331-6,2,00750,000000,
29047,GARRETT,TPE331-6A,2,00750,000000,
29048,GARRETT,TPE331-6U,2,00750,000000,
29049,GARRETT,TPE331-8,2,00715,000000,
29050,GARRETT,TPE331-8A,2,00715,000000,
29051,GARRETT,TPE331-9,2,00865,000000,
29052,GARRETT,TPE331-9U,2,00865,000000,
29053,GARRETT,TPE331-10,2,00940,000000,
29054,GARRETT,TPE331-10A,2,00940,000000,
29055,GARRETT,TPE331-10AV,2,00750,000000,
29056,GARRETT,TPE331-10B,2,00940,000000,
29057,GARRETT,TPE331-10G,2,00940,000000,
29058,GARRETT,TPE331-10GP,2,00840,000000,
29059,GARRETT,TPE331-10GR,2,00940,000000,
29060,GARRETT,TPE331-10GT,2,00840,000000,
29061,GARRETT,TPE331-10J,2,01000,000000,
29062,GARRETT,TPE331-10N,2,00715,000000,
29063,GARRETT,TPE331-10P,2,00776,000000,
29064,GARRETT,TPE331-10R,2,00940,000000,
29065,GARRETT,TPE331-10T,2,00776,000000,
29066,GARRETT,TPE331-10U,2,00940,000000,
29067,GARRETT,TPE331-10UF,2,00940,000000,
29068,GARRETT,TPE-331-10UG,2,00940,000000,
29069,GARRETT,TPE331-10UGR,2,00940,000000,
29070,GARRETT,TPE331-10UJ,2,01000,000000,
29071,GARRETT,TPE331-10UK,2,01000,000000,
29072,GARRETT,TPE331-10UR,2,00940,000000,
29073,GARRETT,TPE331-11U,2,01000,000000,
29074,GARRETT,TPE331-11UA,2,01000,000000,
29075,GARRETT,TPE331-12,2,00940,000000,
29076,GARRETT,TPE331-12B,2,01100,000000,
29077,GARRETT,TPE331-12JR,2,01000,000000,
29078,GARRETT,TPE331-12UA,2,01100,000000,
29079,GARRETT,TPE331-6-252B,2,00715,000000,
29080,GARRETT,TPE331-12UER,2,01100,000000,
29081,GARRETT,TPE331-12UHR,2,01100,000000,
29082,GARRETT,TSE331-3U,3,00800,000000,
29083,GARRETT,TSE36-1,3,00240,000000,
29084,GARRETT,ATF3-6,5,05440,000000,
29085,GARRETT,ATF3-6A,5,05440,000000,
29086,GARRETT,TFE731-2,5,00000,003500,
29087,GARRETT,TFE731-2A,5,00000,003600,
29088,GARRETT,TFE731-2B,5,00000,003500,
29089,GARRETT,TPE331-12UAR,2,01100,000000,
29090,GARRETT,TFE731-2BR,5,00000,003650,
29091,GARRETT,TFE731-2C,5,00000,003500,
29092,GARRETT,TFE731-3,5,00000,003700,
29093,GARRETT,TFE731-3R,5,00000,003880,
29094,GARRETT,TFE731-3A,5,00000,003700,
29095,GARRETT,TFE731-3AR,5,00000,003880,
29096,GARRETT,TFE731-3B,5,00000,003650,
29097,GARRETT,TFE731-3BR,5,00000,003850,
29098,GARRETT,TFE731-3C,5,00000,003700,
29099,GARRETT,TFE731-3CR,5,00000,003880,
29100,GARRETT,TFE731-3D,5,00000,003700,
29101,GARRETT,TFE731-3DR,5,00000,003880,
29102,GARRETT,TFE731-4,5,00000,004080,
29103,GARRETT,TFE731-4R,5,00000,004080,
29104,GARRETT,TFE731-5,5,00000,004304,
29105,GARRETT,TFE731-5A,5,00000,004500,
29106,GARRETT,TFE731-5AR,5,00000,004500,
29107,GARRETT,TFE731-5B,5,00000,004750,
29108,GARRETT,TFE731-5BR,5,00000,004750,
29109,GARRETT,TFE731-5R,5,00000,004500,
29110,GARRETT,TPE331-14A,2,01250,000000,
29111,GARRETT,TPE331-14B,2,01250,000000,
29112,GARRETT,TPE331-14F,2,01250,000000,
29113,GARRETT,TPE331-14GR,2,01650,000000,
29114,GARRETT,TPE331-14HR,2,01650,000000,
29115,GARRETT,TPE331-15AW,2,01645,000000,
29116,GARRETT,TFE731-2-2B,5,00000,003500,
29117,GARRETT,T-76,2,00750,000000,
29118,GARRETT,TPE331-10 SER,2,00940,000000,
29119,GARRETT,TFE731-2-1C,5,03500,000000,
29120,GARRETT,TSE331-10UA,3,00840,000000,
30001,GE,CT58,3,01350,000000,
30002,GE,J85-GE-5A,4,00000,003850,
30003,GE,TG190B,4,00500,000000,
30004,GE,CJ805-3,4,00000,011200,
30005,GE,CJ805-23,4,00000,015850,
30006,GE,CJ610-SER,4,02700,000000,
30007,GE,JT79 SERIES,4,01580,000000,
30008,GE,T58 SERIES,3,01350,000000,
30009,GE,J47 SERIES,4,00300,000000,
30010,GE,CF700 SERIES,5,00000,004200,
30011,GE,CT58 SERIES,3,01350,000000,
30012,GE,T64-GE-10,3,02850,000000,
30013,GE,CJ610-5&6,4,00000,002780,
30014,GE,CJ610-8&9,4,00000,002930,
30015,GE,CF34 SERIES,5,00000,009140,
30016,GE,CFM56 SERIES,5,00000,009800,
30017,GE,CF6-45A2,5,00000,045600,
30018,GE,CF6-50 SER,5,00000,050000,
30019,GE,CT64-820-4,2,03133,000000,
30020,GE,CF6-6,5,00000,040000,
30021,GE,CF34-10E5,5,00000,018820,
30022,GE,CF34-10E5A1,5,00000,018820,
30023,GE,CF34-10E6,5,00000,018820,
30024,GE,CF34-10E6A1,5,00000,018820,
30025,GE,CF6-80 SERIES,5,00000,047600,
30026,GE,CF700-2C,5,00000,004200,
30027,GE,CF700-2D,5,00000,004325,
30028,GE,CF700-2D-2,5,00000,004500,
30029,GE,T700 SERIES,3,01543,000000,
30030,GE,CT7 SERIES,3,01560,000000,
30031,GE,CT7-SER,2,01600,000000,
30032,GE,700-2D-2,4,00000,045000,
30033,GE,CF-34-1A,5,00000,009140,
30034,GE,CJ-610-4,4,00000,002850,
30035,GE,CJ-610-8A,4,00000,002950,
30036,GE,GE90-90B,5,00000,094000,
30037,GE,CJ805-3A,4,00000,011200,
30038,GE,CJ805-3B,4,00000,011650,
30039,GE,CJ805-23B,4,00000,016100,
30040,GE,YF-120,5,05000,000000,
30041,GE,CJ805-23C,4,00000,016100,
30042,GE,GE90-76B,5,00000,081070,
30043,GE,GE90-77B,5,00000,081700,
30044,GE,GE90-85B,5,00000,088870,
30045,GE,GE90-94B,5,00000,097300,
30046,GE,GE90-110B1,5,00000,110760,
30047,GE,GE90-113B,5,00000,113530,
30048,GE,GE90-115B,5,00000,115540,
30049,GE,CF34-8C1,5,00000,013790,
30050,GE,CF34-8C5,5,00000,014510,
30051,GE,CF34-8C5A1,5,00000,014510,
30052,GE,CF34-8C5B1,5,00000,013790,
30053,GE,CF34-8C5A2,5,00000,014510,
30054,GE,CF34-8C5A3,5,00000,014510,
30055,GE,CF34-8D1,5,00000,013830,
30056,GE,CF34-8D3,5,00000,014240,
30057,GE,CF34-8D5,5,00000,014470,
30058,GE,CF34-8D6,5,00000,014470,
30059,GE,CF34-8E2,5,00000,013300,
30060,GE,CF34-8E2A1,5,00000,013300,
30061,GE,CF34-8E5,5,00000,014510,
30062,GE,CF34-8E5A1,5,00000,014510,
30063,GE,CF34-8E5A2,5,00000,014510,
30064,GE,CF34-8E6,5,00000,014050,
30065,GE,CF34-8E6A1,5,00000,014050,
30066,GE,CF34-3A,5,00000,009220,
30067,GE,CF34-3A2,5,00000,009220,
30068,GE,CF34-3A1,5,00000,009220,
30069,GE,CF34-3B,5,00000,009220,
30070,GE,CF34-3B1,5,00000,009220,
30071,GE,CF6-80E1A1,5,00000,063290,
30072,GE,CF6-80E1A2,5,00000,064530,
30073,GE,CF6-80E1A4,5,00000,066870,
30074,GE,CF6-80E1A3,5,00000,068530,
30075,GE,CF6-80E1A4/B,5,00000,068530,
30076,GE,CF6-6D,5,00000,039300,
30077,GE,CF6-6D1,5,00000,040300,
30078,GE,CF6-6D1A,5,00000,040900,
30079,GE,CF6-6K,5,00000,039300,
30080,GE,CF6-6K2,5,00000,040900,
30081,GE,CF6-50A,5,00000,048400,
30082,GE,CF6-50C,5,00000,050400,
30083,GE,CF6-50CA,5,00000,050400,
30084,GE,CF6-50C1,5,00000,051800,
30085,GE,CF6-50C2,5,00000,051800,
30086,GE,CF6-50C2D,5,00000,051800,
30087,GE,CF6-50E,5,00000,051800,
30088,GE,CF6-50E1,5,00000,051800,
30089,GE,CF6-50E2,5,00000,051800,
30090,GE,CF6-50C2B,5,00000,053200,
30091,GE,CF6-50E2B,5,00000,053200,
30092,GE,CF6-45A,5,00000,045600,
30093,GE,CF6-80A,5,00000,046930,
30094,GE,CF6-80A1,5,00000,046990,
30095,GE,CF6-80A2,5,00000,048670,
30096,GE,CF6-80A3,5,00000,048970,
30097,GE,CF6-80C2A1,5,00000,057860,
30098,GE,CF6-80C2A2,5,00000,052460,
30099,GE,CF6-80C2B1,5,00000,055980,
30100,GE,CF6-80C2B4,5,00000,057180,
30101,GE,CF6-80C2A3,5,00000,058950,
30102,GE,CF6-80C2B2,5,00000,051950,
30103,GE,CF6-80C2B6,5,00000,060070,
30104,GE,CF6-80C2A5,5,00000,060100,
30105,GE,CF6-80C2A8,5,00000,057860,
30106,GE,CF6-80C2B1F,5,00000,057160,
30107,GE,CF6-80C2B2F,5,00000,052010,
30108,GE,CF6-80C2B4F,5,00000,057280,
30109,GE,CF6-80C2B6F,5,00000,060030,
30110,GE,CF6-80C2D1F,5,00000,060690,
30111,GE,CF6-80C2B1F1,5,00000,060030,
30112,GE,CF6-80C2B3F,5,00000,052010,
30113,GE,CF6-80C2A5F,5,00000,060100,
30114,GE,CF6-80C2B7F,5,00000,060030,
30115,GE,CF6-80C2B1F2,5,00000,060030,
30116,GE,CF6-80C2B6FA,5,00000,060030,
30117,GE,CF6-80C2B5F,5,00000,060030,
30118,GE,CF6-80C2B8F,5,00000,060030,
30119,GE,CF6-80C2L1F,5,00000,051250,
30120,GE,CJ610-1,4,00000,002850,
30121,GE,CJ610-5,4,00000,002950,
30122,GE,CJ610-6,4,00000,002950,
30123,GE,CJ610-8,4,00000,003100,
30124,GE,CJ610-9,4,00000,003100,
30125,GE,CT58-100-2,3,01050,000000,
30126,GE,CT58-110-1,3,01250,000000,
30127,GE,CT58-110-2,3,01250,000000,
30128,GE,CT58-140-1,3,01400,000000,
30129,GE,CT58-140-2,3,01400,000000,
30130,GE,CT7A-2A,3,01625,000000,
30131,GE,CT7-2D,3,01625,000000,
30132,GE,CT7-2D1,3,01625,000000,
30133,GE,CT7-6,3,02000,000000,
30134,GE,CT7-6A,3,02000,000000,
30135,GE,CT7-8,3,02520,000000,
30136,GE,CT7-8A,3,02520,000000,
30137,GE,CT7-8A5,3,02634,000000,
30138,GE,CT7-8B,3,02529,000000,
30139,GE,CT7-8B5,3,02609,000000,
30140,GE,CT7-8E,3,02527,000000,
30141,GE,CT7-8E5,3,02608,000000,
30142,GE,CT7-8F,3,02474,000000,
30143,GE,CT7-8F5,3,02603,000000,
30144,GE,CT7-5A2,2,01735,000000,
30145,GE,CT7-5A3,2,01665,000000,
30146,GE,CT7-7A,2,01700,000000,
30147,GE,CT7-7A1,2,01700,000000,
30148,GE,CT7-9B,2,01750,000000,
30149,GE,CT7-9C,2,01750,000000,
30150,GE,CT7-9C3,2,01750,000000,
30151,GE,CT7-9B1,2,01750,000000,
30152,GE,CT7-9B2,2,01750,000000,
30153,GE,CT7-9D,2,01750,000000,
30154,GE,CT7-9D2,2,01750,000000,
30155,GE,T700-GE-701D,3,01994,000000,
30156,GE,T58-GE-402,3,01500,000000,
30157,GE,T700-GE-401C,3,01880,000000,
30158,GE,CT7,3,01700,000000,
30159,GE,T64-GE-413,3,03925,000000,
30160,GE,T64-GE-416,3,04380,000000,
30161,GE,J79-J1E,4,00000,018750,
30162,GE,J85-5H,4,00000,003850,
30163,GE,GENX SERIES,5,00000,056300,
30164,GE,CF34-10E7 SER,5,00000,020360,
30165,GE,GENX-2B67B,5,00000,067400,
30166,GE,CF34-3,5,00000,009220,
30167,GE,T58-GE-8B,3,01250,000000,
30168,GE,T700-GE-700,3,01561,000000,
30169,GE,T700-GE-701,3,01696,000000,
30170,GE AV,H80-100,2,00800,000000,
30171,GE AV,M601E-11,2,00751,000000,
30172,GE AV,M601E-11S,2,00751,000000,
30173,GE AV,M601E-11A,2,00705,000000,
30174,GE AV,M601E-11AS,2,00705,000000,
30175,GE AV,M601F,2,00777,000000,
30176,GE AV,M601D-11,2,00604,000000,
30177,GE AV,H80,2,00800,000000,
30178,GE AV,H80-200,2,00800,000000,
30179,GE,T64-GE-419,3,04750,000000,
30180,GE AVN CZ,H75-100,2,00751,000000,
30181,MCCULLOCH,4318 SERIES,1,00072,000000,
30184,GE,CT7-2A,3,01625,000000,
30185,GE,F-404-GE-102,5,00000,017700,
30186,GE,F-404-GE-102B,5,00000,017700,
30187,GE,F404-GE-102D,5,00000,017700,
30188,GE,F110-GE-129E,5,00000,029500,
30189,GE,J79-11B,4,00000,015600,
30190,GE,YT706-GE-700,3,02638,000000,
30191,GE,J85-17A,4,00000,002850,
30195,GE,GE PASSORT 20,5,00000,018920,
30199,GE,J85 SER,4,00000,002950,
30200,GE HONDA,HF-120,5,00000,002050,
30201,GE,GE90 SERIES,5,00000,081000,
30204,GESCHWENDE,GFV-8-3,1,00500,000000,
30205,GE,GE9X SERIES,5,00000,105000,
30210,GE,GENX-1B54,5,00000,057400,
30211,GE,GENX-1B58,5,00000,061000,
30212,GE,GENX-1B64,5,00000,067000,
30213,GE,GENX-1B67,5,00000,069400,
30214,GE,GENX-1B70,5,00000,072300,
30215,GE,GENX-1B54/P1,5,00000,057400,
30216,GE,GENX-1B58/P1,5,00000,061000,
30217,GE,GENX-1B64/P1,5,00000,067000,
30218,GE,GENX-1B67/P1,5,00000,069400,
30219,GE,GENX-1B70/P1,5,00000,072300,
30220,GE,GENX-1B70/72/,5,00000,072300,
30221,GE,GENX-1B70/75/,5,00000,072300,
30222,GE,GENX-1B74/75/,5,00000,076700,
30223,GE,GENX-1B75/P1,5,00000,077600,
30224,GE,GENX-1B54/P2,5,00000,057400,
30225,GE,GENX-1B58/P2,5,00000,061000,
30226,GE,GENX-1B64/P2,5,00000,067000,
30227,GE,GENX-1B67/P2,5,00000,069400,
30228,GE,GENX-1B70/P2,5,00000,072300,
30231,GE,GENX-1B76A/P2,5,00000,068600,
30232,GE,GENX-1B75/P2,5,00000,077600,
30233,GE,GENX-1B78/P2,5,00000,080400,
30234,GE,GENX-2B67,5,00000,067400,
30235,GE,GENX-2B67/P,5,00000,067400,
30238,GE,GENX-1B76/P2,5,00000,078500,
30239,GE,T700-GE-701C,3,01890,000000,
30240,GE,1300-CS1A,2,01300,000000,
30800,GLADDEN,C-5,1,00210,000000,
30801,GLADDEN,B-5,1,00125,000000,
30802,GLADDEN,B-54,1,00125,000000,
30803,GLADDEN,R-440-1,1,00132,000000,
30804,GLADDEN,R-440-3,1,00132,000000,
30805,GLADDEN,R-55,1,00160,000000,
30806,GLADDEN,R-56,1,00160,000000,
30807,GLADDEN,R-540-1,1,00160,000000,
30808,GLADDEN,R-540-2,1,00160,000000,
30809,GLADDEN,R-5 SERIES 2,1,00160,000000,
30900,GM,ECO TEC 2.4L,1,00182,000000,
30901,GM,LS1,1,00345,000000,
30902,GM,LS6,1,00385,000000,
30905,GM,LS3,1,00430,000000,
30906,GM,LS376,1,00495,000000,
31001,GEIGER,HPD16,10,00020,000000,
31004,GNOME,ROTARY,1,00160,000000,
31100,G & N,IO-320-GNX,1,00160,000000,
31132,GE,J-79-15A,4,04000,000000,
31500,GREATPLAIN,GREATPLAIN VW,1,00100,000000,
31501,GREATPLAIN,2180CC VW,1,00076,000000,
31502,GREATPLAIN,2276GP,1,00076,000000,
31503,GREATPLAIN,2276CC,1,00076,000000,
31532,GE,PASSPRT 20-19,5,00000,018920,
31701,GULF COAST,W670240,1,00240,000000,
31801,HAPI,60,8,00060,000000,
31898,HARLEY DAV,TWIN CAM 88B,1,00080,000000,
32501,HEATH AVN,B4,1,00025,000000,
32510,HERBRANDSE,DYAD-370 SERI,7,00065,000000,
33400,HONEYWELL,AS907-2-1G,5,00000,007765,
33401,HONEYWELL,AS907-2-1A,5,00000,007530,
33402,HONEYWELL,AS907-3-1E,5,00000,007638,
33403,HONEYWELL,AS907-2-1S,5,00000,006826,
33501,HILLER,8RJ2B,1,00004,000000,
33700,SCHEMP HIR,FES-DIS-M100,10,00030,000000,
33701,HIRTH,HM 504,1,00100,000000,
33702,HIRTH,3701,7,00100,000000,
33703,HIRTH,2706,7,00065,000000,
33704,HIRTH,2704,7,00040,000000,
33705,HIRTH,FES VEN M100,7,00031,000000,
33706,HIRTH,3702,7,00084,000000,
33710,HIRTH,F10,1,00026,000000,
33720,HIRTH,F20,1,00023,000000,
33721,HIRTH,F-23,7,00050,000000,
33723,HIRTH,2703,7,00055,000000,
33729,HIRTH,2701,1,00045,000000,
33730,HIRTH,F30,7,00080,000000,
33731,HIRTH,3202,7,00270,000000,
33732,HIRTH,2706,1,00270,000000,
33733,HIRTH,3203,7,00065,000000,
33734,HIRTH,3500 SER,1,00270,000000,
33735,HIRTH,2702,7,00040,000000,
33736,HIRTH,2705,7,00065,000000,
33737,HIRTH,F-33,7,00028,000000,
33738,HIRTH,3003,7,00110,000000,
33740,HIRTH,4201,7,00015,000000,
33777,HKS,700E,8,00060,000000,
33778,HKS,700T,8,00080,000000,
33795,HONDA,VTECH,8,00135,000000,
33798,HONDA,1.5L GDI,8,00174,000000,
33799,HONDA,VIKING 130,1,00130,000000,
33800,HONDA,GX-35,8,00001,000000,
33801,HONDA,J35A,1,00240,000000,
33802,HONDA,CIVIC,1,00075,000000,
33803,HONDA,VIKING,1,00110,000000,
33804,HONDA,J35L6,1,00245,000000,
33805,HONDA,CX500,1,00060,000000,
33806,HONEYWELL,TPE331-12JR,2,01000,000000,
33807,HONEYWELL,TPE331-12UA,2,01100,000000,
33808,HONEYWELL,TPE331-12UAR,2,01100,000000,
33809,HONEYWELL,TPE331-12UER,2,01100,000000,
33810,HONEYWELL,TPE331-12UHR,2,01100,000000,
33811,HONEYWELL,TSE331-3U,3,00800,000000,
33812,HONEYWELL,HTS-900,3,00970,000000,
33813,HONEYWELL,TSE36-1,3,00240,000000,
33814,HONEYWELL,T5307A,2,01100,000000,
